cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
70489586,"(2S,3R,6R)-3-(acetylcarbamoyloxymethyl)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11002024,450.500,C19H22N4O7S,193.000,787.000,-2.000,31,4,9,7,"InChI=1S/C19H22N4O7S/c1-9(24)21-18(29)30-8-19(2)13(17(27)28)23-15(26)12(16(23)31-19)22-14(25)11(20)10-6-4-3-5-7-10/h3-7,11-13,16H,8,20H2,1-2H3,(H,22,25)(H,27,28)(H,21,24,29)/t11-,12-,13+,16?,19+/m1/s1",CC(=O)NC(=O)OC[C@]1([C@@H](N2C(S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,NOPZYDWFKFNGRU-QZQCDQJPSA-N,"(2S,3R,6R)-3-(acetylcarbamoyloxymethyl)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70499560,"(2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate;butylazanium",SCHEMBL11034644,422.500,C20H30N4O4S,169.000,569.000,NULL,29,3,6,5,"InChI=1S/C16H19N3O4S.C4H11N/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8;1-2-3-4-5/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23);2-5H2,1H3/t9?,10-,11+,14-;/m1./s1",CCCC[NH3+].CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,UMGXAKWLWMPZTI-GJUCOGTPSA-N,"(2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate;butylazanium",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70511206,"(2S,5R,6R)-2-benzyl-6-(carbamoylamino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11095725,349.400,C16H19N3O4S,138.000,576.000,0.900,24,3,5,4,"InChI=1S/C16H19N3O4S/c1-15(2)16(13(21)22,8-9-6-4-3-5-7-9)19-11(20)10(12(19)24-15)18-14(17)23/h3-7,10,12H,8H2,1-2H3,(H,21,22)(H3,17,18,23)/t10-,12-,16+/m1/s1",CC1([C@](N2[C@H](S1)[C@@H](C2=O)NC(=O)N)(CC3=CC=CC=C3)C(=O)O)C,UNZMKJKXVFAGFA-SIVJFFJCSA-N,"(2S,5R,6R)-2-benzyl-6-(carbamoylamino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70514996,"(2S,5R,6S)-3,3-dimethyl-6-methylsulfanyl-7-oxo-6-[[2-phenyl-2-(2,2,2-trichloroethoxycarbonylamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11111117,570.900,C20H22Cl3N3O6S2,176.000,852.000,3.600,34,3,8,8,"InChI=1S/C20H22Cl3N3O6S2/c1-18(2)12(14(28)29)26-15(30)20(33-3,16(26)34-18)25-13(27)11(10-7-5-4-6-8-10)24-17(31)32-9-19(21,22)23/h4-8,11-12,16H,9H2,1-3H3,(H,24,31)(H,25,27)(H,28,29)/t11?,12-,16+,20-/m0/s1",CC1([C@@H](N2[C@H](S1)[C@@](C2=O)(NC(=O)C(C3=CC=CC=C3)NC(=O)OCC(Cl)(Cl)Cl)SC)C(=O)O)C,NPYROPWXFNDDQN-SXQNSUFWSA-N,"(2S,5R,6S)-3,3-dimethyl-6-methylsulfanyl-7-oxo-6-[[2-phenyl-2-(2,2,2-trichloroethoxycarbonylamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70515501,"(2S,5R,6S)-6-[[(2R)-2-[formamido(methyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11112863,406.500,C18H22N4O5S,144.000,666.000,-1.000,28,3,7,6,"InChI=1S/C18H22N4O5S/c1-18(2)13(17(26)27)22-15(25)11(16(22)28-18)20-14(24)12(21(3)19-9-23)10-7-5-4-6-8-10/h4-9,11-13,16H,1-3H3,(H,19,23)(H,20,24)(H,26,27)/t11-,12+,13-,16+/m0/s1",CC1([C@@H](N2[C@H](S1)[C@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N(C)NC=O)C(=O)O)C,UCGZORJIKZDHEB-RSUWNVLCSA-N,"(2S,5R,6S)-6-[[(2R)-2-[formamido(methyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70515673,"(2S,5R,6S)-6-[[(2R)-2-(2-formylhydrazinyl)-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11113485,392.400,C17H20N4O5S,153.000,637.000,-1.500,27,4,7,6,"InChI=1S/C17H20N4O5S/c1-17(2)12(16(25)26)21-14(24)11(15(21)27-17)19-13(23)10(20-18-8-22)9-6-4-3-5-7-9/h3-8,10-12,15,20H,1-2H3,(H,18,22)(H,19,23)(H,25,26)/t10-,11+,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NNC=O)C(=O)O)C,KXGKQAARAMTTRO-OXJKWZBOSA-N,"(2S,5R,6S)-6-[[(2R)-2-(2-formylhydrazinyl)-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70516242,"(2S,5R)-6-benzamido-3,3-dimethyl-4,4,7-trioxo-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11115051,352.400,C15H16N2O6S,129.000,689.000,0.100,24,2,6,3,"InChI=1S/C15H16N2O6S/c1-15(2)10(14(20)21)17-12(19)9(13(17)24(15,22)23)16-11(18)8-6-4-3-5-7-8/h3-7,9-10,13H,1-2H3,(H,16,18)(H,20,21)/t9?,10-,13+/m0/s1",CC1([C@@H](N2[C@H](S1(=O)=O)C(C2=O)NC(=O)C3=CC=CC=C3)C(=O)O)C,MJYNWHOUKOJBBN-QQIFVLEESA-N,"(2S,5R)-6-benzamido-3,3-dimethyl-4,4,7-trioxo-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
70516243,"(2S,5R,6R)-6-benzamido-3,3-dimethyl-4,4,7-trioxo-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11115054,352.400,C15H16N2O6S,129.000,689.000,0.100,24,2,6,3,"InChI=1S/C15H16N2O6S/c1-15(2)10(14(20)21)17-12(19)9(13(17)24(15,22)23)16-11(18)8-6-4-3-5-7-8/h3-7,9-10,13H,1-2H3,(H,16,18)(H,20,21)/t9-,10+,13-/m1/s1",CC1([C@@H](N2[C@H](S1(=O)=O)[C@@H](C2=O)NC(=O)C3=CC=CC=C3)C(=O)O)C,MJYNWHOUKOJBBN-GBIKHYSHSA-N,"(2S,5R,6R)-6-benzamido-3,3-dimethyl-4,4,7-trioxo-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70516801,"(2S,5R)-3,3-dimethyl-4,4,7-trioxo-6-[(2-phenylacetyl)amino]-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11116519,366.400,C16H18N2O6S,129.000,705.000,0.600,25,2,6,4,"InChI=1S/C16H18N2O6S/c1-16(2)12(15(21)22)18-13(20)11(14(18)25(16,23)24)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11?,12-,14+/m0/s1",CC1([C@@H](N2[C@H](S1(=O)=O)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,LBFNZEBAAFYCLU-VBVNFKHJSA-N,"(2S,5R)-3,3-dimethyl-4,4,7-trioxo-6-[(2-phenylacetyl)amino]-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
70527819,"(2S,5R,6R)-6-(2,2-dimethyl-4-oxo-5-phenylimidazolidin-1-yl)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11159765,389.500,C19H23N3O4S,115.000,688.000,-0.300,27,2,6,3,"InChI=1S/C19H23N3O4S/c1-18(2)13(17(25)26)21-15(24)12(16(21)27-18)22-11(10-8-6-5-7-9-10)14(23)20-19(22,3)4/h5-9,11-13,16H,1-4H3,(H,20,23)(H,25,26)/t11?,12-,13+,16-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(C(=O)NC3(C)C)C4=CC=CC=C4)C(=O)O)C,SCFOUOGIGYESBK-XQERAMJGSA-N,"(2S,5R,6R)-6-(2,2-dimethyl-4-oxo-5-phenylimidazolidin-1-yl)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70529422,"2-Methyl-2,3-methylene-6-(2-phenylacetamido)penam-3-carboxylic acid","SCHEMBL11167357|2-methyl-2,3-methylene-6-(2-phenylacetamido)penam-3-carboxylic acid",332.400,C16H16N2O4S,112.000,591.000,0.900,23,2,5,4,"InChI=1S/C16H16N2O4S/c1-15-8-16(15,14(21)22)18-12(20)11(13(18)23-15)17-10(19)7-9-5-3-2-4-6-9/h2-6,11,13H,7-8H2,1H3,(H,17,19)(H,21,22)/t11?,13-,15?,16?/m1/s1",CC12CC1(N3[C@H](S2)C(C3=O)NC(=O)CC4=CC=CC=C4)C(=O)O,VLLBEUGNWBHYGD-BEBNOVJQSA-N,"(6R)-4-methyl-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azatricyclo[4.2.0.02,4]octane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,Google Patents|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
70529426,(5R)-3-methyl-2-methylidene-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid,SCHEMBL11167368,332.400,C16H16N2O4S,112.000,572.000,1.300,23,2,5,4,"InChI=1S/C16H16N2O4S/c1-9-16(2,15(21)22)23-14-12(13(20)18(9)14)17-11(19)8-10-6-4-3-5-7-10/h3-7,12,14H,1,8H2,2H3,(H,17,19)(H,21,22)/t12?,14-,16?/m1/s1",CC1(C(=C)N2[C@H](S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O,MYWAUIBARURSTF-CXOJTPOUSA-N,(5R)-3-methyl-2-methylidene-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid,NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70532373,"methyl (5R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",SCHEMBL11184704,348.400,C17H20N2O4S,101.000,545.000,2.200,24,1,5,5,"InChI=1S/C17H20N2O4S/c1-17(2)13(16(22)23-3)19-14(21)12(15(19)24-17)18-11(20)9-10-7-5-4-6-8-10/h4-8,12-13,15H,9H2,1-3H3,(H,18,20)/t12?,13?,15-/m1/s1",CC1(C(N2[C@H](S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)OC)C,BDSWRKLSIKYPIB-SSDMNJCBSA-N,"methyl (5R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Patents,1,NULL,20121201,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
70532657,"(2S,5R)-6-[[2-(iodomethoxycarbonylamino)-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11186355,533.300,C18H20IN3O6S,150.000,699.000,2.100,29,3,7,7,"InChI=1S/C18H20IN3O6S/c1-18(2)12(16(25)26)22-14(24)11(15(22)29-18)20-13(23)10(21-17(27)28-8-19)9-6-4-3-5-7-9/h3-7,10-12,15H,8H2,1-2H3,(H,20,23)(H,21,27)(H,25,26)/t10?,11?,12-,15+/m0/s1",CC1([C@@H](N2[C@H](S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)OCI)C(=O)O)C,NYCMFNGOWSZQLU-RJVJFLMVSA-N,"(2S,5R)-6-[[2-(iodomethoxycarbonylamino)-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70537042,CID 70537042,SCHEMBL11204244,556.700,C23H27KN5O7S,182.000,982.000,NULL,37,3,8,6,"InChI=1S/C23H27N5O7S.K/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28;/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34);/t13-,14-,15+,20-;/m1./s1",CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O.[K],GVECIZYHRDPNDX-IDYPWDAWSA-N,NULL,NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70538964,CID 70538964,SCHEMBL11210768,388.500,C16H19KN3O4S,138.000,562.000,NULL,25,3,6,4,"InChI=1S/C16H19N3O4S.K/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8;/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23);/t9-,10-,11+,14-;/m1./s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C.[K],BOIZXHGCFGXYCL-YWUHCJSESA-N,NULL,NULL,Names and Identifiers|Patents,2,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70542236,"sodium;2-aminoacetate;(2S,5R,6R)-3,3-dimethyl-7-oxo-6-phenyl-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11224306,374.400,C16H19N2NaO5S,149.000,464.000,NULL,25,2,7,3,"InChI=1S/C14H15NO3S.C2H5NO2.Na/c1-14(2)10(13(17)18)15-11(16)9(12(15)19-14)8-6-4-3-5-7-8;3-1-2(4)5;/h3-7,9-10,12H,1-2H3,(H,17,18);1,3H2,(H,4,5);/q;;+1/p-1/t9-,10+,12-;;/m1../s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)C3=CC=CC=C3)C(=O)O)C.C(C(=O)[O-])N.[Na+],YHPOJHGRLNBVGT-KVXDYGPKSA-M,"sodium;2-aminoacetate;(2S,5R,6R)-3,3-dimethyl-7-oxo-6-phenyl-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70544968,"[6-[(2-Amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-2-yl] hydrogen carbonate",SCHEMBL11240340,365.400,C16H19N3O5S,147.000,578.000,-1.300,25,3,7,5,"InChI=1S/C16H19N3O5S/c1-16(2)14(24-15(22)23)19-12(21)10(13(19)25-16)18-11(20)9(17)8-6-4-3-5-7-8/h3-7,9-10,13-14H,17H2,1-2H3,(H,18,20)(H,22,23)",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)OC(=O)O)C,HQCWVXVLAXACCG-UHFFFAOYSA-N,"[6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-2-yl] hydrogen carbonate",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70549312,"(5R)-6-(2,2-dimethyl-5-oxo-4-phenylimidazolidin-1-yl)-3-methyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid",SCHEMBL11264276,375.400,C18H21N3O4S,115.000,663.000,-1.000,26,2,6,3,"InChI=1S/C18H21N3O4S/c1-17(2)19-11(10-7-5-4-6-8-10)13(22)21(17)12-14(23)20-9-18(3,16(24)25)26-15(12)20/h4-8,11-12,15,19H,9H2,1-3H3,(H,24,25)/t11?,12?,15-,18?/m1/s1",CC1(NC(C(=O)N1C2[C@@H]3N(C2=O)CC(S3)(C)C(=O)O)C4=CC=CC=C4)C,XUGIARWXHQUAIS-QZHKJZSFSA-N,"(5R)-6-(2,2-dimethyl-5-oxo-4-phenylimidazolidin-1-yl)-3-methyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-3-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70550592,"(2S,5R)-6-[(2-amino-2-phenylacetyl)amino]-2-(2,2-dimethylpropanoyloxymethyl)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11270676,463.500,C22H29N3O6S,164.000,804.000,-0.700,32,3,8,8,"InChI=1S/C22H29N3O6S/c1-20(2,3)19(30)31-11-22(18(28)29)21(4,5)32-17-14(16(27)25(17)22)24-15(26)13(23)12-9-7-6-8-10-12/h6-10,13-14,17H,11,23H2,1-5H3,(H,24,26)(H,28,29)/t13?,14?,17-,22+/m1/s1",CC1([C@](N2[C@H](S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)(COC(=O)C(C)(C)C)C(=O)O)C,KKCCDLZYOZGLNL-DOCXXWIPSA-N,"(2S,5R)-6-[(2-amino-2-phenylacetyl)amino]-2-(2,2-dimethylpropanoyloxymethyl)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70550640,"(2S,5R)-2-(acetyloxymethyl)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11270953,406.500,C19H22N2O6S,138.000,690.000,1.000,28,2,7,7,"InChI=1S/C19H22N2O6S/c1-11(22)27-10-19(17(25)26)18(2,3)28-16-14(15(24)21(16)19)20-13(23)9-12-7-5-4-6-8-12/h4-8,14,16H,9-10H2,1-3H3,(H,20,23)(H,25,26)/t14?,16-,19+/m1/s1",CC(=O)OC[C@@]1(C(S[C@H]2N1C(=O)C2NC(=O)CC3=CC=CC=C3)(C)C)C(=O)O,YSDTURVVHRFAHO-NBMIWUGMSA-N,"(2S,5R)-2-(acetyloxymethyl)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70550917,"(2S,5R,6R)-6-[[(2R)-2-[amino(methyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11272251,378.400,C17H22N4O4S,141.000,608.000,-0.700,26,3,7,5,"InChI=1S/C17H22N4O4S/c1-17(2)12(16(24)25)21-14(23)10(15(21)26-17)19-13(22)11(20(3)18)9-7-5-4-6-8-9/h4-8,10-12,15H,18H2,1-3H3,(H,19,22)(H,24,25)/t10-,11-,12+,15-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N(C)N)C(=O)O)C,VFEXBDRJHLJZHI-MCYUEQNJSA-N,"(2S,5R,6R)-6-[[(2R)-2-[amino(methyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70552041,"methyl (5R)-3,3-dimethyl-7-oxo-6-(3-phenylpropanoylamino)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",SCHEMBL11277574,362.400,C18H22N2O4S,101.000,559.000,2.500,25,1,5,6,"InChI=1S/C18H22N2O4S/c1-18(2)14(17(23)24-3)20-15(22)13(16(20)25-18)19-12(21)10-9-11-7-5-4-6-8-11/h4-8,13-14,16H,9-10H2,1-3H3,(H,19,21)/t13?,14?,16-/m1/s1",CC1(C(N2[C@H](S1)C(C2=O)NC(=O)CCC3=CC=CC=C3)C(=O)OC)C,IVNWEMYFAVGCLC-ZBCRRDGASA-N,"methyl (5R)-3,3-dimethyl-7-oxo-6-(3-phenylpropanoylamino)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Patents,1,NULL,20121201,Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
70552187,"(2S,5R,6R)-6-[[(2R)-2-[amino(methyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;hydrochloride",SCHEMBL11278357,414.900,C17H23ClN4O4S,141.000,608.000,NULL,27,4,7,5,"InChI=1S/C17H22N4O4S.ClH/c1-17(2)12(16(24)25)21-14(23)10(15(21)26-17)19-13(22)11(20(3)18)9-7-5-4-6-8-9;/h4-8,10-12,15H,18H2,1-3H3,(H,19,22)(H,24,25);1H/t10-,11-,12+,15-;/m1./s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N(C)N)C(=O)O)C.Cl,AJDATJNXEVMZHT-GKANRWTBSA-N,"(2S,5R,6R)-6-[[(2R)-2-[amino(methyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;hydrochloride",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70552277,"(2S,5R,6R)-6-[[(2R)-2-hydrazinyl-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11278776,364.400,C16H20N4O4S,150.000,579.000,-1.200,25,4,7,5,"InChI=1S/C16H20N4O4S/c1-16(2)11(15(23)24)20-13(22)10(14(20)25-16)18-12(21)9(19-17)8-6-4-3-5-7-8/h3-7,9-11,14,19H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NN)C(=O)O)C,MRWCZVGUIZPARU-NJBDSQKTSA-N,"(2S,5R,6R)-6-[[(2R)-2-hydrazinyl-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70552798,"3,3-Dimethyl-7-oxo-6-[[2-[3-(trifluoromethyl)phenyl]acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",SCHEMBL11281079,402.400,C17H17F3N2O4S,112.000,655.000,2.700,27,2,8,4,"InChI=1S/C17H17F3N2O4S/c1-16(2)12(15(25)26)22-13(24)11(14(22)27-16)21-10(23)7-8-4-3-5-9(6-8)17(18,19)20/h3-6,11-12,14H,7H2,1-2H3,(H,21,23)(H,25,26)",CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC(=CC=C3)C(F)(F)F)C(=O)O)C,RQGFKAZCFHNYHQ-UHFFFAOYSA-N,"3,3-dimethyl-7-oxo-6-[[2-[3-(trifluoromethyl)phenyl]acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Patents,2,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
70552868,"(2S,5R,6R)-6-[[(2R)-2-hydrazinyl-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;hydrochloride",SCHEMBL11281331,400.900,C16H21ClN4O4S,150.000,579.000,NULL,26,5,7,5,"InChI=1S/C16H20N4O4S.ClH/c1-16(2)11(15(23)24)20-13(22)10(14(20)25-16)18-12(21)9(19-17)8-6-4-3-5-7-8;/h3-7,9-11,14,19H,17H2,1-2H3,(H,18,21)(H,23,24);1H/t9-,10-,11+,14-;/m1./s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NN)C(=O)O)C.Cl,XPCOBTWCQPLSSJ-YWUHCJSESA-N,"(2S,5R,6R)-6-[[(2R)-2-hydrazinyl-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;hydrochloride",NULL,Patents,1,NULL,20121201,SureChEMBL,Curation Efforts|Research and Development,NULL
